   TIME[S]      V-OUT[V]     I-OUT[A]     V-SET[V]     I-SET[A]
 0005.109933  0010.000000  0000.000000  0010.000000  0000.400000
 0005.121162  0010.000000  0000.014000  0010.000000  0000.400000
 0005.132504  0009.900000  0000.007000  0010.000000  0000.400000
 0005.143837  0009.900000  0000.000000  0010.000000  0000.400000
 0005.155153  0009.900000  0000.007000  0010.000000  0000.400000
 0005.166283  0010.000000  0000.000000  0010.000000  0000.400000
 0005.177561  0010.000000  0000.000000  0010.000000  0000.400000
 0005.188889  0009.900000  0000.000000  0010.000000  0000.400000
 0005.200157  0009.900000  0000.000000  0010.000000  0000.400000
 0005.211446  0009.900000  0000.000000  0010.000000  0000.400000
 0005.222608  0009.900000  0000.000000  0010.000000  0000.400000
 0005.233777  0009.900000  0000.000000  0010.000000  0000.400000
 0005.245090  0009.900000  0000.010000  0010.000000  0000.400000
 0005.256259  0009.900000  0000.000000  0010.000000  0000.400000
 0005.267393  0010.000000  0000.000000  0010.000000  0000.400000
 0005.278856  0009.900000  0000.000000  0010.000000  0000.400000
 0005.290223  0009.900000  0000.000000  0010.000000  0000.400000
 0005.301452  0009.900000  0000.000000  0010.000000  0000.400000
 0005.312551  0009.900000  0000.010000  0010.000000  0000.400000
 0005.323999  0009.900000  0000.000000  0010.000000  0000.400000
 0005.335302  0009.900000  0000.000000  0010.000000  0000.400000
 0005.346606  0009.900000  0000.000000  0010.000000  0000.400000
 0005.357777  0009.900000  0000.000000  0010.000000  0000.400000
 0005.369116  0010.000000  0000.000000  0010.000000  0000.400000
 0005.380490  0010.000000  0000.000000  0010.000000  0000.400000
 0005.392043  0009.900000  0000.000000  0010.000000  0000.400000
 0005.403319  0009.900000  0000.000000  0010.000000  0000.400000
 0005.414965  0009.900000  0000.000000  0010.000000  0000.400000
 0005.426408  0009.900000  0000.000000  0010.000000  0000.400000
 0005.437804  0009.900000  0000.000000  0010.000000  0000.400000
 0005.449435  0009.900000  0000.007000  0010.000000  0000.400000
 0005.460972  0010.000000  0000.000000  0010.000000  0000.400000
 0005.472356  0010.000000  0000.000000  0010.000000  0000.400000
 0005.483735  0010.000000  0000.000000  0010.000000  0000.400000
 0005.495191  0010.000000  0000.000000  0010.000000  0000.400000
 0005.506792  0010.000000  0000.000000  0010.000000  0000.400000
 0005.518385  0009.900000  0000.000000  0010.000000  0000.400000
 0005.529752  0009.900000  0000.000000  0010.000000  0000.400000
 0005.541214  0009.900000  0000.000000  0010.000000  0000.400000
 0005.552542  0009.900000  0000.000000  0010.000000  0000.400000
 0005.563900  0009.900000  0000.000000  0010.000000  0000.400000
 0005.575332  0009.900000  0000.000000  0010.000000  0000.400000
 0005.586959  0009.900000  0000.000000  0010.000000  0000.400000
 0005.598795  0010.000000  0000.000000  0010.000000  0000.400000
 0005.610577  0009.900000  0000.000000  0010.000000  0000.400000
 0005.622278  0009.900000  0000.013000  0010.000000  0000.400000
 0005.633559  0009.900000  0000.000000  0010.000000  0000.400000
 0005.645006  0009.900000  0000.000000  0010.000000  0000.400000
 0005.656214  0010.000000  0000.000000  0010.000000  0000.400000
 0005.667441  0010.000000  0000.000000  0010.000000  0000.400000
 0005.678798  0010.000000  0000.000000  0010.000000  0000.400000
 0005.689949  0009.900000  0000.009000  0010.000000  0000.400000
 0005.701105  0009.900000  0000.000000  0010.000000  0000.400000
 0005.712401  0009.900000  0000.000000  0010.000000  0000.400000
 0005.723616  0009.900000  0000.000000  0010.000000  0000.400000
 0005.734980  0009.900000  0000.000000  0010.000000  0000.400000
 0005.746243  0009.900000  0000.007000  0010.000000  0000.400000
 0005.757947  0009.900000  0000.000000  0010.000000  0000.400000
 0005.769730  0009.900000  0000.000000  0010.000000  0000.400000
 0005.781359  0009.900000  0000.000000  0010.000000  0000.400000
 0005.793574  0010.000000  0000.000000  0010.000000  0000.400000
 0005.805792  0010.000000  0000.000000  0010.000000  0000.400000
 0005.817639  0010.000000  0000.000000  0010.000000  0000.400000
 0005.829291  0009.900000  0000.000000  0010.000000  0000.400000
 0005.841025  0009.900000  0000.000000  0010.000000  0000.400000
 0005.852761  0009.900000  0000.000000  0010.000000  0000.400000
 0005.864002  0009.900000  0000.000000  0010.000000  0000.400000
 0005.875559  0009.900000  0000.000000  0010.000000  0000.400000
 0005.886709  0009.900000  0000.000000  0010.000000  0000.400000
 0005.898013  0009.900000  0000.000000  0010.000000  0000.400000
 0005.909325  0009.900000  0000.000000  0010.000000  0000.400000
 0005.920658  0009.900000  0000.000000  0010.000000  0000.400000
 0005.931994  0009.900000  0000.000000  0010.000000  0000.400000
 0005.943338  0009.900000  0000.000000  0010.000000  0000.400000
 0005.954743  0010.000000  0000.000000  0010.000000  0000.400000
 0005.965976  0009.900000  0000.000000  0010.000000  0000.400000
 0005.977163  0009.900000  0000.000000  0010.000000  0000.400000
 0005.988520  0009.900000  0000.017000  0010.000000  0000.400000
 0005.999875  0009.900000  0000.011000  0010.000000  0000.400000
 0006.011080  0009.900000  0000.000000  0010.000000  0000.400000
 0006.022470  0009.900000  0000.000000  0010.000000  0000.400000
 0006.033761  0009.900000  0000.000000  0010.000000  0000.400000
 0006.045465  0009.900000  0000.009000  0010.000000  0000.400000
 0006.057088  0009.900000  0000.000000  0010.000000  0000.400000
 0006.068428  0009.900000  0000.000000  0010.000000  0000.400000
 0006.079871  0009.900000  0000.007000  0010.000000  0000.400000
 0006.091162  0009.900000  0000.000000  0010.000000  0000.400000
 0006.102555  0009.900000  0000.000000  0010.000000  0000.400000
 0006.113752  0009.900000  0000.000000  0010.000000  0000.400000
 0006.125141  0009.900000  0000.000000  0010.000000  0000.400000
 0006.136328  0010.000000  0000.000000  0010.000000  0000.400000
 0006.147630  0009.900000  0000.000000  0010.000000  0000.400000
 0006.158950  0009.900000  0000.000000  0010.000000  0000.400000
 0006.170331  0009.900000  0000.000000  0010.000000  0000.400000
 0006.181704  0009.900000  0000.000000  0010.000000  0000.400000
 0006.192900  0010.000000  0000.000000  0010.000000  0000.400000
 0006.204490  0009.900000  0000.010000  0010.000000  0000.400000
 0006.216364  0009.800000  0000.000000  0010.000000  0000.400000
 0006.227840  0009.900000  0000.000000  0010.000000  0000.400000
 0006.239632  0009.900000  0000.000000  0010.000000  0000.400000
 0006.251304  0009.900000  0000.000000  0010.000000  0000.400000
 0006.262771  0009.900000  0000.000000  0010.000000  0000.400000
 0006.274385  0009.900000  0000.000000  0010.000000  0000.400000
 0006.286058  0009.900000  0000.000000  0010.000000  0000.400000
 0006.297688  0009.900000  0000.000000  0010.000000  0000.400000
 0006.309361  0009.900000  0000.000000  0010.000000  0000.400000
 0006.320946  0009.900000  0000.000000  0010.000000  0000.400000
 0006.332168  0009.900000  0000.010000  0010.000000  0000.400000
 0006.343654  0009.900000  0000.000000  0010.000000  0000.400000
 0006.354924  0009.900000  0000.000000  0010.000000  0000.400000
 0006.366246  0009.900000  0000.000000  0010.000000  0000.400000
 0006.377522  0009.900000  0000.000000  0010.000000  0000.400000
 0006.388921  0010.000000  0000.000000  0010.000000  0000.400000
 0006.400148  0009.800000  0000.000000  0010.000000  0000.400000
 0006.411576  0009.900000  0000.000000  0010.000000  0000.400000
 0006.422973  0010.000000  0000.000000  0010.000000  0000.400000
 0006.434357  0009.900000  0000.000000  0010.000000  0000.400000
 0006.445660  0010.000000  0000.000000  0010.000000  0000.400000
 0006.457024  0009.900000  0000.000000  0010.000000  0000.400000
 0006.468292  0009.800000  0000.008000  0010.000000  0000.400000
 0006.480060  0009.800000  0000.010000  0010.000000  0000.400000
 0006.491502  0009.900000  0000.000000  0010.000000  0000.400000
 0006.503116  0010.000000  0000.000000  0010.000000  0000.400000
 0006.514781  0009.900000  0000.000000  0010.000000  0000.400000
 0006.526563  0009.900000  0000.007000  0010.000000  0000.400000
 0006.538403  0010.000000  0000.000000  0010.000000  0000.400000
 0006.550133  0009.900000  0000.000000  0010.000000  0000.400000
 0006.561565  0010.000000  0000.000000  0010.000000  0000.400000
 0006.573048  0010.000000  0000.000000  0010.000000  0000.400000
 0006.584682  0009.900000  0000.000000  0010.000000  0000.400000
 0006.596335  0009.900000  0000.000000  0010.000000  0000.400000
 0006.607673  0010.000000  0000.000000  0010.000000  0000.400000
 0006.618859  0010.000000  0000.000000  0010.000000  0000.400000
 0006.630106  0010.000000  0000.000000  0010.000000  0000.400000
 0006.641413  0010.000000  0000.000000  0010.000000  0000.400000
 0006.652632  0009.900000  0000.000000  0010.000000  0000.400000
 0006.664277  0009.900000  0000.000000  0010.000000  0000.400000
 0006.675980  0009.900000  0000.000000  0010.000000  0000.400000
 0006.687457  0009.900000  0000.000000  0010.000000  0000.400000
 0006.699050  0009.900000  0000.000000  0010.000000  0000.400000
 0006.710878  0009.900000  0000.000000  0010.000000  0000.400000
 0006.722619  0009.900000  0000.000000  0010.000000  0000.400000
 0006.734334  0010.000000  0000.000000  0010.000000  0000.400000
 0006.745955  0010.000000  0000.000000  0010.000000  0000.400000
 0006.757764  0009.900000  0000.000000  0010.000000  0000.400000
 0006.769574  0009.800000  0000.000000  0010.000000  0000.400000
 0006.781399  0009.900000  0000.000000  0010.000000  0000.400000
 0006.793043  0009.900000  0000.000000  0010.000000  0000.400000
 0006.804275  0009.900000  0000.000000  0010.000000  0000.400000
 0006.816047  0010.000000  0000.000000  0010.000000  0000.400000
 0006.827718  0010.000000  0000.000000  0010.000000  0000.400000
 0006.839580  0010.000000  0000.000000  0010.000000  0000.400000
 0006.851361  0009.900000  0000.000000  0010.000000  0000.400000
 0006.863063  0010.000000  0000.000000  0010.000000  0000.400000
 0006.874771  0009.900000  0000.000000  0010.000000  0000.400000
 0006.886564  0009.900000  0000.000000  0010.000000  0000.400000
 0006.897806  0009.900000  0000.000000  0010.000000  0000.400000
 0006.909071  0010.000000  0000.000000  0010.000000  0000.400000
 0006.920451  0010.000000  0000.000000  0010.000000  0000.400000
 0006.931654  0010.000000  0000.000000  0010.000000  0000.400000
 0006.942909  0010.000000  0000.000000  0010.000000  0000.400000
 0006.954203  0010.000000  0000.000000  0010.000000  0000.400000
 0006.965631  0010.000000  0000.000000  0010.000000  0000.400000
 0006.976853  0009.900000  0000.000000  0010.000000  0000.400000
 0006.988166  0009.900000  0000.000000  0010.000000  0000.400000
 0006.999485  0009.900000  0000.000000  0010.000000  0000.400000
 0007.010916  0009.900000  0000.007000  0010.000000  0000.400000
 0007.022114  0010.000000  0000.000000  0010.000000  0000.400000
 0007.033437  0010.000000  0000.008000  0010.000000  0000.400000
 0007.044751  0009.900000  0000.000000  0010.000000  0000.400000
 0007.056009  0009.900000  0000.000000  0010.000000  0000.400000
 0007.067378  0009.900000  0000.000000  0010.000000  0000.400000
 0007.078753  0009.900000  0000.000000  0010.000000  0000.400000
 0007.090112  0010.000000  0000.000000  0010.000000  0000.400000
 0007.101662  0010.000000  0000.000000  0010.000000  0000.400000
 0007.113067  0009.900000  0000.000000  0010.000000  0000.400000
 0007.124585  0009.900000  0000.000000  0010.000000  0000.400000
 0007.135839  0009.900000  0000.000000  0010.000000  0000.400000
 0007.147231  0009.900000  0000.000000  0010.000000  0000.400000
 0007.158573  0009.900000  0000.000000  0010.000000  0000.400000
 0007.169845  0009.900000  0000.000000  0010.000000  0000.400000
 0007.181158  0009.900000  0000.000000  0010.000000  0000.400000
 0007.192441  0009.900000  0000.000000  0010.000000  0000.400000
 0007.205329  0010.000000  0000.000000  0010.000000  0000.400000
 0007.216538  0009.900000  0000.000000  0010.000000  0000.400000
 0007.227762  0009.900000  0000.000000  0010.000000  0000.400000
 0007.239133  0009.900000  0000.000000  0010.000000  0000.400000
 0007.250660  0009.900000  0000.000000  0010.000000  0000.400000
 0007.262125  0009.900000  0000.000000  0010.000000  0000.400000
 0007.300734  0009.900000  0000.000000  0010.000000  0000.400000
 0007.312144  0009.900000  0000.007000  0010.000000  0000.400000
 0007.323539  0010.000000  0000.000000  0010.000000  0000.400000
 0007.334801  0009.900000  0000.000000  0010.000000  0000.400000
 0007.346656  0009.900000  0000.000000  0010.000000  0000.400000
 0007.357970  0009.900000  0000.000000  0010.000000  0000.400000
 0007.369282  0009.900000  0000.000000  0010.000000  0000.400000
 0007.380781  0010.000000  0000.000000  0010.000000  0000.400000
 0007.392189  0010.000000  0000.000000  0010.000000  0000.400000
 0007.403415  0010.000000  0000.000000  0010.000000  0000.400000
 0007.414783  0009.900000  0000.000000  0010.000000  0000.400000
 0007.425997  0009.900000  0000.000000  0010.000000  0000.400000
 0007.437377  0010.000000  0000.000000  0010.000000  0000.400000
 0007.448695  0010.000000  0000.000000  0010.000000  0000.400000
 0007.459913  0010.000000  0000.007000  0010.000000  0000.400000
 0007.471081  0009.900000  0000.000000  0010.000000  0000.400000
 0007.482231  0009.900000  0000.000000  0010.000000  0000.400000
 0007.493756  0009.900000  0000.000000  0010.000000  0000.400000
 0007.505268  0009.900000  0000.006000  0010.000000  0000.400000
 0007.516702  0009.900000  0000.008000  0010.000000  0000.400000
 0007.528285  0009.900000  0000.000000  0010.000000  0000.400000
 0007.539963  0010.000000  0000.006000  0010.000000  0000.400000
 0007.551664  0010.000000  0000.000000  0010.000000  0000.400000
 0007.563499  0010.000000  0000.000000  0010.000000  0000.400000
 0007.575158  0009.900000  0000.000000  0010.000000  0000.400000
 0007.586883  0009.900000  0000.000000  0010.000000  0000.400000
 0007.598595  0010.000000  0000.000000  0010.000000  0000.400000
 0007.610294  0009.900000  0000.000000  0010.000000  0000.400000
 0007.622020  0009.900000  0000.000000  0010.000000  0000.400000
 0007.633640  0009.900000  0000.000000  0010.000000  0000.400000
 0007.645348  0010.000000  0000.000000  0010.000000  0000.400000
 0007.656900  0010.000000  0000.000000  0010.000000  0000.400000
 0007.668160  0009.900000  0000.000000  0010.000000  0000.400000
 0007.679609  0009.900000  0000.000000  0010.000000  0000.400000
 0007.691187  0009.900000  0000.000000  0010.000000  0000.400000
 0007.702837  0010.000000  0000.000000  0010.000000  0000.400000
 0007.714284  0010.000000  0000.000000  0010.000000  0000.400000
 0007.725790  0009.900000  0000.000000  0010.000000  0000.400000
 0007.737134  0010.000000  0000.000000  0010.000000  0000.400000
 0007.748433  0010.000000  0000.000000  0010.000000  0000.400000
 0007.759748  0009.900000  0000.000000  0010.000000  0000.400000
 0007.771122  0009.900000  0000.000000  0010.000000  0000.400000
 0007.782538  0009.900000  0000.000000  0010.000000  0000.400000
 0007.793820  0010.000000  0000.000000  0010.000000  0000.400000
 0007.805035  0010.000000  0000.000000  0010.000000  0000.400000
 0007.816400  0009.900000  0000.000000  0010.000000  0000.400000
 0007.827815  0009.900000  0000.000000  0010.000000  0000.400000
 0007.839406  0009.900000  0000.000000  0010.000000  0000.400000
 0007.850981  0009.900000  0000.000000  0010.000000  0000.400000
 0007.862611  0009.900000  0000.000000  0010.000000  0000.400000
 0007.874254  0009.900000  0000.000000  0010.000000  0000.400000
 0007.885915  0009.900000  0000.000000  0010.000000  0000.400000
 0007.897670  0010.000000  0000.000000  0010.000000  0000.400000
 0007.910537  0010.000000  0000.000000  0010.000000  0000.400000
 0007.921868  0009.900000  0000.000000  0010.000000  0000.400000
 0007.933104  0009.900000  0000.000000  0010.000000  0000.400000
 0007.944744  0009.900000  0000.000000  0010.000000  0000.400000
 0007.956254  0009.900000  0000.000000  0010.000000  0000.400000
 0007.967663  0009.900000  0000.000000  0010.000000  0000.400000
 0007.979123  0009.900000  0000.000000  0010.000000  0000.400000
 0007.990333  0009.900000  0000.000000  0010.000000  0000.400000
 0008.001743  0009.900000  0000.000000  0010.000000  0000.400000
 0008.013008  0009.900000  0000.000000  0010.000000  0000.400000
 0008.024247  0009.900000  0000.000000  0010.000000  0000.400000
 0008.035681  0009.900000  0000.000000  0010.000000  0000.400000
 0008.047365  0009.900000  0000.000000  0010.000000  0000.400000
 0008.058973  0009.900000  0000.000000  0010.000000  0000.400000
 0008.070733  0009.900000  0000.000000  0010.000000  0000.400000
 0008.082307  0009.900000  0000.000000  0010.000000  0000.400000
 0008.093881  0009.900000  0000.000000  0010.000000  0000.400000
 0008.105678  0009.900000  0000.000000  0010.000000  0000.400000
 0008.117246  0009.900000  0000.000000  0010.000000  0000.400000
 0008.128712  0009.900000  0000.000000  0010.000000  0000.400000
