 2  1 0.000 -0.500 0.0039988 0.0000000 0.0000000 20.0000000
 2  2 0.500 -0.500 0.0000000 0.0000000 0.0000000 0.0000000
 2  2 0.000 0.000 -0.0079976 0.0000000 0.0000000 -40.0000000
 2  1 0.000 0.500 0.0039988 0.0000000 0.0000000 20.0000000
 2  2 0.500 0.500 0.0000000 0.0000000 0.0000000 0.0000000
 2  2 -0.500 -0.500 0.0000000 0.0000000 0.0000000 0.0000000
 2  2 -0.500 0.500 0.0000000 0.0000000 0.0000000 0.0000000
